Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM),52 Week Range
LGRDY,Legrand SA,22.09,-0.5,-2.21%,"40,329","93,014",29.512B,28.86,
APP,AppLovin Corporation,79.47,1.62,2.08%,1.547M,1.082M,29.591B,N/A,
NUE,Nucor Corporation,100.92,1.52,1.53%,3.356M,3.266M,29.64B,10.06,
SOTGY,Sunny Optical Technology (Group) Company Limited,268.79,-8.31,-3.00%,"1,537","2,295",29.64B,32.74,
CJPRY,Central Japan Railway Company,14.89,-0.02,-0.13%,"40,584","48,674",29.642B,N/A,
SLF,Sun Life Financial Inc.,50.65,0.22,0.44%,"437,431","633,695",29.668B,11.3,
KR,The Kroger Co.,39.98,-0.2,-0.50%,7.09M,7.695M,29.731B,26.74,
UMC,United Microelectronics Corporation,11.99,0.12,1.01%,4.363M,7.026M,29.758B,22.2,
ARE,"Alexandria Real Estate Equities, Inc.",195.39,-1.34,-0.68%,"406,230","724,492",29.77B,29.37,
PSX,Phillips 66,68.04,-0.57,-0.83%,2.425M,3.148M,29.801B,N/A,
SCMWY,Swisscom AG,57.53,-0.38,-0.66%,"18,360","7,284",29.802B,15,
AMSYF,ArcelorMittal,29.2,0,0.00%,"39,042","62,169",29.802B,4.8,
UNCFF,UniCredit S.p.A.,13.05,0,0.00%,147,814,29.051B,18.64,
ZBRA,Zebra Technologies Corporation,559.48,6.02,1.09%,"283,443","215,374",29.878B,39.51,
AMADF,"Amadeus IT Group, S.A.",63.55,0,0.00%,3,509,29.889B,N/A,
SWZCF,Swisscom AG,577.09,0,0.00%,78,52,29.895B,15.05,
AME,"AMETEK, Inc.",129.61,0.37,0.29%,1.124M,"975,877",29.967B,34.38,
GZPFY,Public Joint Stock Company Gazprom Neft,31.75,0.48,1.52%,"2,629","5,749",29.981B,6.67,
PCRFF,Panasonic Corporation,12.66,-0.14,-1.06%,"17,981","47,317",30.003B,13.01,
HTHT,Huazhu Group Limited,47.13,-0.06,-0.13%,1.011M,1.63M,30.015B,150.1,
SU,Suncor Energy Inc.,20.22,0.05,0.25%,3.55M,7.014M,30.017B,25.76,
PCRFY,Panasonic Corporation,12.87,-0.05,-0.36%,"133,562","373,042",30.034B,13.23,
AMADY,"Amadeus IT Group, S.A.",66.86,1.29,1.97%,"64,375","74,871",30.062B,N/A,
MT,ArcelorMittal,30.24,-0.15,-0.49%,3.227M,3.792M,30.07B,4.97,
HCMLY,Holcim Ltd,9.77,-0.08,-0.81%,"327,344","76,084",30.103B,12.76,
SNPTF,Sunny Optical Technology (Group) Company Limited,27.45,0,0.00%,11,"1,239",30.109B,33.43,
BLL,Ball Corporation,92.3,-0.95,-1.02%,1.617M,1.997M,30.146B,35.4,
WLTW,Willis Towers Watson Public Limited Company,233.83,0.38,0.16%,1.681M,1.952M,30.174B,20.12,
POAHY,Porsche Automobil Holding SE,9.85,-0.02,-0.20%,"153,812","590,887",30.194B,4.74,
POAHF,Porsche Automobil Holding SE,99.97,0.48,0.48%,367,"1,333",30.194B,4.82,
SWK,"Stanley Black & Decker, Inc.",185.36,0.91,0.49%,"900,351","947,692",30.207B,16.65,
HCMLF,Holcim Ltd,49.53,0,0.00%,50,"1,596",30.297B,12.94,
SDVKY,Sandvik AB (publ),24.23,-0.25,-1.00%,"129,975","85,612",30.394B,16.43,
SVKEF,Skandinaviska Enskilda Banken AB (publ),13.75,0,0.00%,240,523,30.939B,12.21,
PINXY,The People's Insurance Company (Group) of China Limited,6.02,0,0.00%,400,15,30.463B,3.58,
SGAPY,Singapore Telecommunications Limited,18.46,-0.09,-0.49%,"150,136","51,620",30.486B,40.13,
EQR,Equity Residential,81.54,-0.29,-0.35%,1.283M,1.519M,30.533B,42.54,
LEN,Lennar Corporation,99.96,0.45,0.45%,2.091M,1.931M,30.543B,7.59,
LEN-B,Lennar Corporation,81.98,0.02,0.02%,"26,083","58,777",30.543B,6.22,
LNNGF,Li Ning Company Limited,12.24,0,0.00%,77,"17,225",30.546B,66.89,
STMZF,Scottish Mortgage Investment Trust PLC,20,0,0.00%,21,N/A,30.613B,2.3,
PEG,Public Service Enterprise Group Incorporated,60.7,0.01,0.02%,1.807M,2.02M,30.689B,20.79,
BHKLY,BOC Hong Kong (Holdings) Limited,58.16,-0.32,-0.55%,"17,443","10,949",30.757B,10.03,
BNKHF,BOC Hong Kong (Holdings) Limited,2.9,0,0.00%,195,"1,615",30.757B,10,
TU,TELUS Corporation,22.62,-0.07,-0.31%,"729,199","991,525",30.786B,30.73,
SDVKF,Sandvik AB (publ),24.55,-0.13,-0.54%,"3,100",853,30.8B,16.65,
WMB,"The Williams Companies, Inc.",25.4,-0.07,-0.27%,5.091M,7.106M,30.86B,26.77,
AMP,"Ameriprise Financial, Inc.",271.4,3.65,1.36%,"385,431","459,622",30.871B,31.34,
SLMNP,"A. Schulman, Inc.","1,046.50",3.5,0.34%,"1,193",144,30.873B,"1,150.00",
PAYC,"Paycom Software, Inc.",515.48,4.22,0.83%,"255,818","362,739",30.977B,177.87,
MIELF,Mitsubishi Electric Corporation,14.35,0,0.00%,"4,000","4,982",31B,14.38,
MIELY,Mitsubishi Electric Corporation,28.69,-0.03,-0.10%,"30,665","62,715",31B,14.37,
SNGNF,Singapore Telecommunications Limited,1.8,0,0.00%,"9,500","10,647",31.003B,39.13,
CTVA,"Corteva, Inc.",42.31,-0.1,-0.24%,2.312M,3.022M,31.063B,25.91,
SHZHY,Shenzhou International Group Holdings Limited,20.45,-0.59,-2.80%,"23,268","93,076",31.083B,41.23,
FAST,Fastenal Company,54.1,0.23,0.43%,1.825M,2.764M,31.093B,36.07,
LYB,LyondellBasell Industries N.V.,93.1,-0.24,-0.26%,1.209M,1.902M,31.645B,7.62,
DHI,"D.R. Horton, Inc.",87.04,-0.28,-0.32%,2.061M,2.659M,31.177B,8.73,
CHT,"Chunghwa Telecom Co., Ltd.",40.12,0.08,0.20%,"123,990","112,426",31.188B,25.07,
DBOEY,Deutsche Börse AG,16.82,-0.14,-0.85%,"56,941","46,003",31.251B,24.24,
LUV,Southwest Airlines Co.,52.85,0.53,1.01%,7.03M,7.347M,31.268B,N/A,
XPEV,XPeng Inc.,35.34,-1.47,-3.99%,5.852M,11.419M,31.348B,N/A,
STT,State Street Corporation,85.74,-0.12,-0.14%,5.687M,2.181M,31.349B,13.66,
GMGSF,Goodman Group,16.79,0,0.00%,"8,683",495,31.367B,18.84,
MCK,McKesson Corporation,203.15,0.47,0.23%,"550,815",1.002M,31.422B,N/A,
ANSS,"ANSYS, Inc.",361.55,0.51,0.14%,"175,189","289,934",31.546B,69.37,
ZBH,"Zimmer Biomet Holdings, Inc.",151.23,0.83,0.55%,1.658M,1.503M,31.583B,34.45,
AVB,"AvalonBay Communities, Inc.",226.41,-0.86,-0.38%,"770,220","553,188",31.611B,29.35,
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",88.52,-0.47,-0.53%,"271,018","375,430",31.674B,66.06,
DBOEF,Deutsche Börse AG,172.6,-2.72,-1.55%,151,193,31.676B,24.88,
NOKBF,Nokia Corporation,5.48,-0.08,-1.44%,"4,261","776,814",31.754B,N/A,
NOK,Nokia Corporation,5.58,0,0.00%,12.2M,23.993M,31.754B,N/A,
UOVEY,United Overseas Bank Limited,37.46,-0.62,-1.63%,"25,675","27,550",31.453B,12.94,
LBRDB,Liberty Broadband Corporation,172,0,0.00%,110,12,31.779B,73.32,
LBRDK,Liberty Broadband Corporation,175.68,-0.42,-0.24%,"576,975","766,944",31.779B,74.88,
LBRDA,Liberty Broadband Corporation,169.86,-0.88,-0.52%,"94,051","90,195",31.779B,72.4,
AJG,Arthur J. Gallagher & Co.,154.04,1.78,1.17%,"959,685",1.043M,31.848B,34.42,
GMBXF,"Grupo México, S.A.B. de C.V.",4.11,-0.04,-0.96%,"9,200","64,819",31.996B,7.53,
AWK,"American Water Works Company, Inc.",176.79,-1.04,-0.58%,"470,395","671,114",32.087B,42.83,
GOLD,Barrick Gold Corporation,18.03,-0.2,-1.10%,13.371M,15.598M,32.09B,12.79,
ALPMF,Astellas Pharma Inc.,17.07,0,0.00%,"3,232","2,607",32.098B,34.76,
ALPMY,Astellas Pharma Inc.,17.15,0.05,0.30%,"39,139","46,407",32.098B,34.92,
BF-A,Brown-Forman Corporation,64.35,-0.19,-0.29%,"34,724","44,360",32.143B,39.97,
BF-B,Brown-Forman Corporation,68.64,0.05,0.07%,"753,081","861,801",32.143B,42.63,
HPQ,HP Inc.,27.89,-0.09,-0.32%,4.293M,8.721M,32.144B,8.74,
FSNUY,Fresenius SE & Co. KGaA,11.99,-0.08,-0.66%,"22,606","19,017",32.173B,13.09,
EFX,Equifax Inc.,265.5,0.38,0.14%,"376,288","604,836",32.348B,45.38,
FERG,Ferguson plc,145.73,-0.91,-0.62%,"16,677","20,314",32.397B,34.58,
CBRE,"CBRE Group, Inc.",96.52,0.47,0.49%,"811,869",1.283M,32.405B,27.1,
HSNGY,Hang Seng Bank Limited,16.85,-0.31,-1.81%,"4,092","5,117",32.437B,16.06,
CTPCY,CITIC Limited,5.54,0,0.00%,145,"4,519",32.542B,3.4,
SYDDF,Sydney Airport Limited,5.6,-1.63,-22.53%,294,"5,711",32.57B,N/A,
CMI,Cummins Inc.,227.66,-0.67,-0.29%,"755,362",1.019M,32.694B,15.31,
SAUHY,Straumann Holding AG,102.78,-2.4,-2.28%,"11,800","12,452",32.698B,84.87,
WEGZY,WEG S.A.,7.77,0.23,3.05%,"3,190","1,203",32.699B,52.5,
BDWBY,Budweiser Brewing Company APAC Limited,9.81,0.16,1.61%,"3,210","7,026",32.724B,38.91,
GLW,Corning Incorporated,38.39,0.6,1.59%,6.288M,3.931M,32.786B,36.18,
KEYS,"Keysight Technologies, Inc.",178.38,-1.37,-0.76%,"576,823","803,117",32.857B,40.29,
NDAQ,"Nasdaq, Inc.",196.78,1.2,0.61%,"662,580","667,439",32.902B,29.16,
BDWBF,Budweiser Brewing Company APAC Limited,2.4945,0,0.00%,"28,715","1,250",33.035B,39.6,
SAUHF,Straumann Holding AG,"2,079.92",-73,-3.39%,64,115,33.084B,85.88,
GRMN,Garmin Ltd.,172.62,0.81,0.47%,"534,487","584,163",33.199B,28.08,
ENGIY,ENGIE SA,13.73,-0.06,-0.44%,"127,377","193,457",33.242B,49.39,
ASAZF,ASSA ABLOY AB (publ),30.61,0.95,3.21%,579,"3,585",33.308B,85.98,
ASAZY,ASSA ABLOY AB (publ),15.03,-0.22,-1.44%,"87,981","80,530",33.39B,84.44,
ADM,Archer-Daniels-Midland Company,59.76,-0.52,-0.86%,2.374M,2.412M,33.428B,14.57,
EONGY,E.ON SE,12.82,-0.11,-0.85%,"18,318","55,017",33.45B,8.37,
NWG,NatWest Group plc,5.98,0,0.00%,1.342M,"991,257",34.251B,14.51,
VRSK,"Verisk Analytics, Inc.",207.97,-1,-0.48%,"467,149","817,085",33.556B,49.98,
MDB,"MongoDB, Inc.",508.04,-6.02,-1.17%,"439,324","801,415",33.621B,N/A,
LTOUF,Larsen & Toubro Limited,22.75,0,0.00%,850,82,33.631B,18.97,
AFRM,"Affirm Holdings, Inc.",123.73,-3.16,-2.49%,20.498M,7.43M,33.639B,N/A,
HRSHF,"Haier Smart Home Co., Ltd.",3.5,0,0.00%,60,"1,453",33.692B,14.29,
IFF,International Flavors & Fragrances Inc.,132.64,-0.25,-0.19%,1.504M,1.21M,33.76B,168.11,
HNNMY,H & M Hennes & Mauritz AB (publ),4.04,-0.08,-1.94%,"28,885","74,058",33.771B,22.67,
WST,"West Pharmaceutical Services, Inc.",457.11,1.89,0.42%,"252,635","327,373",33.817B,66.78,
JPPHY,"Japan Post Holdings Co., Ltd.",8.99,0,0.00%,321,211,33.902B,8.03,
RBSPF,NatWest Group plc,2.8,0,0.00%,"26,390","6,507",34.196B,13.59,
ENGQF,ENGIE SA,14.05,-0.02,-0.14%,"2,754","8,271",34.004B,50.54,
XEL,Xcel Energy Inc.,63.32,0.42,0.67%,3.518M,2.505M,34.094B,21.6,
ENAKF,E.ON SE,13.09,-0.13,-0.98%,"1,483","2,065",34.13B,8.54,
AHCHY,Anhui Conch Cement Company Limited,27.97,-1.9,-6.35%,"18,779","36,690",34.199B,5.64,
AHCHF,Anhui Conch Cement Company Limited,6.01,0,0.00%,20,"25,350",34.199B,6.06,
ARZGY,Assicurazioni Generali S.p.A.,10.88,0.22,2.02%,813,"2,006",34.267B,11.79,
TTRAF,Telstra Corporation Limited,2.86,0,0.00%,"4,000","1,485",34.279B,25.09,
TLSYY,Telstra Corporation Limited,14.35,-0.25,-1.71%,"18,051","24,701",34.279B,25.18,
BRDCY,Bridgestone Corporation,24.07,-0.22,-0.91%,"18,176","35,776",34.299B,10.7,
HUBS,"HubSpot, Inc.",732.14,-2.14,-0.29%,"309,114","396,036",34.415B,N/A,
FSUMF,Fortescue Metals Group Limited,11.19,-0.44,-3.78%,"3,560","8,052",34.463B,3.36,
FSUGY,Fortescue Metals Group Limited,22.38,-0.3,-1.32%,"73,873","68,804",34.463B,3.36,
WCN,"Waste Connections, Inc.",132.31,0.65,0.49%,"594,385","602,993",34.624B,55.45,
ADRNY,Koninklijke Ahold Delhaize N.V.,33.79,-0.03,-0.09%,"25,101","53,131",34.515B,26.44,
AHODF,Koninklijke Ahold Delhaize N.V.,33.83,0,0.00%,2,"2,684",34.516B,26.47,
ALL-PG,The Allstate Corporation,26.94,-0.12,-0.44%,"41,278","42,680",34.6B,2.12,
BBDO,Banco Bradesco S.A.,3.35,-0.09,-2.62%,"15,671","39,684",34.617B,8.19,
ALL-PH,The Allstate Corporation,27.59,-0.16,-0.58%,"44,468","75,254",34.664B,2.17,
DNBBY,DNB Bank ASA,22.36,0.16,0.72%,"32,754","123,946",34.666B,1.96,
CSGP,"CoStar Group, Inc.",88.34,-0.18,-0.20%,1.206M,1.797M,34.89B,153.37,
ALL-PB,The Allstate Corporation,27.14,-0.08,-0.29%,"19,149","9,816",34.925B,2.14,
FRC,First Republic Bank,197.61,1.77,0.90%,"993,017","645,584",34.93B,28.42,
PINS,"Pinterest, Inc.",54.2,0.18,0.33%,5.258M,10.129M,34.939B,215.08,
CPRT,"Copart, Inc.",147.81,1.96,1.34%,"774,501","957,050",34.969B,37.9,
DLVHF,Delivery Hero SE,140.23,0,0.00%,2,604,34.971B,N/A,
GNENF,"Ganfeng Lithium Co., Ltd.",18,-0.73,-3.90%,"19,618","19,563",34.984B,67.67,
ODFL,"Old Dominion Freight Line, Inc.",302.97,3.3,1.10%,"402,456","550,817",35.087B,41.32,
ROK,"Rockwell Automation, Inc.",302.57,-1.58,-0.52%,"325,198","560,392",35.106B,22.99,
WELL,Welltower Inc.,83.3,-2.44,-2.85%,1.919M,1.999M,35.2B,60.06,
JAPAY,Japan Tobacco Inc.,9.77,-0.07,-0.71%,"10,006","34,250",35.216B,10.58,
JAPAF,Japan Tobacco Inc.,19.75,0.36,1.86%,26,509,35.216B,10.69,
PPG,"PPG Industries, Inc.",148.58,2.06,1.41%,1.143M,1.13M,35.267B,23.29,
AFL,Aflac Incorporated,52.63,0.24,0.46%,2.167M,2.997M,35.301B,6.32,
CHVKF,"China Vanke Co., Ltd.",2.5252,0.0252,1.01%,"67,000","11,941",35.325B,4.75,
DNBBF,DNB Bank ASA,22.86,1.51,7.08%,"2,947","10,787",35.448B,2.01,
TDG,TransDigm Group Incorporated,644.42,6.23,0.98%,"213,956","224,512",35.516B,77.93,
SUHJY,Sun Hung Kai Properties Limited,12.21,-0.46,-3.63%,"236,656","110,080",35.62B,10.32,
KBCSF,KBC Group NV,85.5,0,0.00%,111,820,35.627B,11.97,
FUJIF,FUJIFILM Holdings Corporation,88.85,2.37,2.74%,167,"1,082",35.645B,18.7,
FUJIY,FUJIFILM Holdings Corporation,88.04,-0.26,-0.30%,"44,375","19,717",35.645B,18.53,
EPAM,"EPAM Systems, Inc.",629.47,-0.06,-0.01%,"177,943","271,144",35.647B,92.84,
KBCSY,KBC Group NV,42.81,0.5,1.18%,"21,260","26,533",35.677B,11.98,
DD,"DuPont de Nemours, Inc.",68.25,-0.65,-0.94%,2.092M,2.565M,35.699B,7.4,
OVCHY,Oversea-Chinese Banking Corporation Limited,16.75,-0.33,-1.93%,"33,734","26,553",37.822B,10.53,
BGNE,"BeiGene, Ltd.",379.52,-5.9,-1.53%,"205,119","368,473",35.824B,N/A,
AZO,"AutoZone, Inc.","1,694.83",7.04,0.42%,"218,489","157,600",35.825B,17.8,
HSY,The Hershey Company,174.04,0.97,0.56%,"817,201","721,877",35.859B,25.29,
ASHTY,Ashtead Group plc,320.87,-5.65,-1.73%,"2,764","7,250",35.866B,32.92,
MTD,Mettler-Toledo International Inc.,"1,556.84",-6.67,-0.43%,"71,155","87,965",35.989B,52.12,
CLPBF,Coloplast A/S,164.58,-7.02,-4.09%,1,206,36.085B,48.74,
CLPBY,Coloplast A/S,16.9,-0.32,-1.83%,"27,516","26,242",36.085B,50.04,
ASHTF,Ashtead Group plc,80.79,1.31,1.65%,"1,365","1,984",36.124B,33.15,
CMPGF,Compass Group PLC,20.25,0.06,0.32%,341,"1,623",36.136B,N/A,
KKR,KKR & Co. Inc.,62.03,-1.62,-2.55%,2.628M,2.607M,36.165B,6.94,
MITSY,"Mitsui & Co., Ltd.",439,-1,-0.23%,"3,196","2,615",36.21B,8.76,
MITSF,"Mitsui & Co., Ltd.",21.99,0,0.00%,227,266,36.21B,8.78,
OTIS,Otis Worldwide Corporation,84.86,-0.88,-1.03%,1.874M,2.131M,36.216B,32.05,
CNSWF,Constellation Software Inc.,"1,721.06",-15.94,-0.92%,387,704,36.472B,104.21,
OVCHF,Oversea-Chinese Banking Corporation Limited,8.5,0,0.00%,400,568,38.258B,10.69,
WOLWF,Woolworths Group Limited,28.86,0,0.00%,91,288,36.584B,24.09,
VONOY,Vonovia SE,31.44,-0.31,-0.98%,"32,834","38,612",36.589B,7.05,
VNNVF,Vonovia SE,63.56,0,0.00%,84,358,36.589B,7.13,
TTD,"The Trade Desk, Inc.",76.46,0.06,0.08%,2.253M,4.444M,36.6B,143.99,
CNC,Centene Corporation,62.82,0.22,0.35%,1.623M,3.284M,36.627B,51.49,
GIS,"General Mills, Inc.",60.54,0.26,0.43%,3.154M,3.65M,36.669B,16.06,
OEZVY,VERBUND AG,21.17,0,0.00%,38,592,36.774B,48.53,
SUHJF,Sun Hung Kai Properties Limited,12.69,0,0.00%,"18,070","3,090",36.776B,10.73,
CMPGY,Compass Group PLC,20.63,0.12,0.59%,"149,768","160,679",36.805B,N/A,
BBD,Banco Bradesco S.A.,3.8,-0.11,-2.81%,24.852M,27.101M,36.829B,9.29,
EVVTY,Evolution AB (publ),171.21,-5.69,-3.22%,"13,130","29,344",36.829B,68.93,
EA,Electronic Arts Inc.,129.9,2.01,1.57%,2.327M,2.364M,36.967B,55.78,
NTR,Nutrien Ltd.,64.91,0.33,0.51%,1.183M,1.454M,37.043B,38.36,
MFG,"Mizuho Financial Group, Inc.",2.9,-0.06,-2.03%,"216,939","387,439",37.089B,6.79,
YUM,"Yum! Brands, Inc.",125.52,0.54,0.43%,1.534M,1.444M,37.154B,28.87,
BKRKY,PT Bank Rakyat Indonesia (Persero) Tbk,13.41,-0.09,-0.67%,"22,701","69,869",37.144B,14.9,
PH,Parker-Hannifin Corporation,287.84,-3.26,-1.12%,"644,989","916,006",37.16B,21.56,
KDSKF,Koninklijke DSM N.V.,211.22,-3.98,-1.85%,48,574,37.242B,25.15,
RDSMY,Koninklijke DSM N.V.,53.4,-1.64,-2.98%,"24,836","21,653",37.334B,25.44,
PDYPY,Flutter Entertainment plc,105.7,-2.24,-2.08%,"13,350","30,849",37.376B,N/A,
PDYPF,Flutter Entertainment plc,212.64,-1.9,-0.89%,472,"3,403",37.376B,N/A,
TTNDY,Techtronic Industries Company Limited,101.7,-0.58,-0.57%,"15,939","33,533",37.451B,37.67,
TTNDF,Techtronic Industries Company Limited,20.36,-0.27,-1.31%,"5,788","1,728",37.451B,37.71,
MFC,Manulife Financial Corporation,19.29,-0.09,-0.46%,1.974M,3.325M,37.464B,6.71,
KMI,"Kinder Morgan, Inc.",16.53,0.04,0.24%,9.884M,12.967M,37.466B,22.01,
HOOD,"Robinhood Markets, Inc.",44.91,-1.03,-2.24%,6.058M,23.202M,37.53B,N/A,
MZHOF,"Mizuho Financial Group, Inc.",14.81,0,0.00%,1,230,37.548B,6.94,
EVGGF,Evolution AB (publ),174.95,-0.94,-0.54%,107,422,37.634B,70.43,
CODYY,Compagnie de Saint-Gobain S.A.,14.29,0.07,0.49%,"193,067","115,087",37.704B,14.93,
HLT,Hilton Worldwide Holdings Inc.,135.48,0.99,0.74%,2.312M,2.072M,37.756B,N/A,
